   124       1.         5000.=WAVLEN FOR TAU & KAPPA    1=RAY NUMBER   Fontenla: model P, interpolated, plage model
  -0.746  1.19242E+07   5478.6 4.965E+04 6.740E+00 1.428E-01 1.689E-07 0.0 0.0E+00  0.00E+00
  -0.675  1.07694E+07   5518.2 5.413E+04 7.674E+00 1.567E-01 1.821E-07 0.0 0.0E+00  0.00E+00
  -0.603  9.60064E+06   5568.6 5.906E+04 9.016E+00 1.743E-01 1.956E-07 0.0 0.0E+00  0.00E+00
  -0.530  8.40867E+06   5632.4 6.450E+04 1.084E+01 1.966E-01 2.092E-07 0.0 0.0E+00  0.00E+00
  -0.456  7.23593E+06   5706.8 7.024E+04 1.300E+01 2.229E-01 2.223E-07 0.0 0.0E+00  0.00E+00
  -0.383  6.09539E+06   5790.0 7.616E+04 1.538E+01 2.527E-01 2.345E-07 0.0 0.0E+00  0.00E+00
  -0.309  5.00000E+06   5880.0 8.218E+04 1.786E+01 2.857E-01 2.455E-07 0.0 0.0E+00  0.00E+00
  -0.219  3.73521E+06   5998.1 8.954E+04 2.135E+01 3.331E-01 2.570E-07 0.0 0.0E+00  0.00E+00
  -0.129  2.54586E+06   6129.4 9.688E+04 2.757E+01 4.034E-01 2.664E-07 0.0 0.0E+00  0.00E+00
  -0.039  1.42054E+06   6279.8 1.042E+05 3.929E+01 5.153E-01 2.743E-07 0.0 0.0E+00  0.00E+00
   0.051  3.47844E+05   6455.1 1.116E+05 5.926E+01 6.876E-01 2.809E-07 0.0 0.0E+00  0.00E+00
   0.110 -3.27618E+05   6585.2 1.163E+05 7.805E+01 8.412E-01 2.847E-07 0.0 0.0E+00  0.00E+00
   0.153 -8.08923E+05   6688.1 1.198E+05 9.559E+01 9.784E-01 2.872E-07 0.0 0.0E+00  0.00E+00
   0.195 -1.27393E+06   6795.5 1.232E+05 1.172E+02 1.139E+00 2.894E-07 0.0 0.0E+00  0.00E+00
   0.238 -1.71795E+06   6905.8 1.265E+05 1.439E+02 1.327E+00 2.912E-07 0.0 0.0E+00  0.00E+00
   0.286 -2.17683E+06   7028.3 1.299E+05 1.799E+02 1.567E+00 2.926E-07 0.0 0.0E+00  0.00E+00
   0.341 -2.67822E+06   7172.7 1.337E+05 2.327E+02 1.899E+00 2.935E-07 0.0 0.0E+00  0.00E+00
   0.397 -3.14312E+06   7315.3 1.373E+05 2.971E+02 2.284E+00 2.940E-07 0.0 0.0E+00  0.00E+00
