Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/247         atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00     246/247         atmosphere::nltepops() [3]
[2376]   0.0    0.00    0.00     247         atmosphere::transform(double***, double***, double***, double, double, int, int, int, int, int, int) [2376]
                0.00    0.00     247/253         ft4dim(int, int, int, int, int, int, int, int) [2375]
-----------------------------------------------
                0.00    0.00       1/223         atmos_new(unsigned char*, int&, unsigned char, io_class&) [46]
                0.00    0.00       1/223         atmos_pp_new(unsigned char*, int&, unsigned char, io_class&) [45]
                0.00    0.00      12/223         eqc_new(unsigned char*, int&, unsigned char, io_class&) [2397]
                0.00    0.00      27/223         mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [2399]
                0.00    0.00      38/223         trav::unpack(unsigned char*, unsigned char, io_class&) [2395]
                0.00    0.00      70/223         pf_new(unsigned char*, int&, unsigned char, io_class&) [2390]
                0.00    0.00      74/223         bf_new(unsigned char*, int&, unsigned char, io_class&) [2387]
[2377]   0.0    0.00    0.00     223         unpack(unsigned char*, signed char&) [2377]
-----------------------------------------------
                0.00    0.00       4/189         pf_new(unsigned char*, int&, unsigned char, io_class&) [2390]
                0.00    0.00       6/189         hybf::unpack(unsigned char*, unsigned char, io_class&) [2426]
                0.00    0.00       7/189         atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
                0.00    0.00      20/189         atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
                0.00    0.00     152/189         trav::unpack(unsigned char*, unsigned char, io_class&) [2395]
[2378]   0.0    0.00    0.00     189         unpack(unsigned char*, double&, unsigned char) [2378]
-----------------------------------------------
                0.00    0.00     185/185         atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2379]   0.0    0.00    0.00     185         unpack(unsigned char*, float*, int, int, unsigned char) [2379]
-----------------------------------------------
                0.00    0.00       2/184         reg::unpack(unsigned char*, io_class&) [2454]
                0.00    0.00     182/184         atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2380]   0.0    0.00    0.00     184         unpack(unsigned char*, unsigned char*, int, int) [2380]
-----------------------------------------------
                0.00    0.00       3/142         jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
                0.00    0.00       3/142         grid::unpack(unsigned char*, unsigned char, io_class&) [2457]
                0.00    0.00       6/142         hybf::unpack(unsigned char*, unsigned char, io_class&) [2426]
                0.00    0.00      12/142         eqc_new(unsigned char*, int&, unsigned char, io_class&) [2397]
                0.00    0.00      42/142         atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
                0.00    0.00      76/142         trav::unpack(unsigned char*, unsigned char, io_class&) [2395]
[2381]   0.0    0.00    0.00     142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
-----------------------------------------------
                0.00    0.00       1/74          sock_class::recv_id(id&) [2445]
                0.00    0.00       2/74          z_uncompress(unsigned char*, int&, unsigned char, io_class&) [2437]
                0.00    0.00       2/74          jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
                0.00    0.00       3/74          job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
                0.00    0.00       3/74          hybf::unpack(unsigned char*, unsigned char, io_class&) [2426]
                0.00    0.00       6/74          grid::unpack(unsigned char*, unsigned char, io_class&) [2457]
                0.00    0.00      57/74          trav::unpack(unsigned char*, unsigned char, io_class&) [2395]
[2382]   0.0    0.00    0.00      74         unpack(unsigned char*, int&, unsigned char) [2382]
-----------------------------------------------
                0.00    0.00      35/71          atom::prof_setup() [2415]
                0.00    0.00      36/71          atom::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int) [2419]
[2383]   0.0    0.00    0.00      71         ui32t2dim(int, int, int, int) [2383]
-----------------------------------------------
                0.00    0.00       1/67          atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00       1/67          node::node(unsigned char*, int&, unsigned char, io_class&) [2461]
                0.00    0.00       2/67          sock_class::recv_id(id&) [2445]
                0.00    0.00       4/67          jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
                0.00    0.00       7/67          atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
                0.00    0.00      26/67          mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [2399]
                0.00    0.00      26/67          eqc_new(unsigned char*, int&, unsigned char, io_class&) [2397]
[2384]   0.0    0.00    0.00      67         unpack(unsigned char*, unsigned char&) [2384]
-----------------------------------------------
                0.00    0.00      20/67          atmol_new(unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2392]
                0.00    0.00      20/67          atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
                0.00    0.00      27/67          mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [2399]
[2385]   0.0    0.00    0.00      67         unpack(unsigned char*, unsigned long&, unsigned char) [2385]
-----------------------------------------------
                0.00    0.00       1/50          jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
                0.00    0.00       2/50          atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00       3/50          job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
                0.00    0.00       4/50          sock_class::recv_id(id&) [2445]
                0.00    0.00      40/50          atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
[2386]   0.0    0.00    0.00      50         unpack(unsigned char*, char*&) [2386]
-----------------------------------------------
                0.00    0.00      37/37          atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2387]   0.0    0.00    0.00      37         bf_new(unsigned char*, int&, unsigned char, io_class&) [2387]
                0.00    0.00      74/223         unpack(unsigned char*, signed char&) [2377]
                0.00    0.00       3/3           hybf::unpack(unsigned char*, unsigned char, io_class&) [2426]
-----------------------------------------------
                0.00    0.00      36/36          atom::rtclean(int, int, int, int, int, int, int, int) [2418]
[2388]   0.0    0.00    0.00      36         del_ui32t2dim(unsigned int**, int, int, int, int) [2388]
-----------------------------------------------
                0.00    0.00      35/35          atom::info() [2416]
[2389]   0.0    0.00    0.00      35         roman(int) [2389]
-----------------------------------------------
                0.00    0.00      35/35          atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2390]   0.0    0.00    0.00      35         pf_new(unsigned char*, int&, unsigned char, io_class&) [2390]
                0.00    0.00      70/223         unpack(unsigned char*, signed char&) [2377]
                0.00    0.00      19/19          trav::unpack(unsigned char*, unsigned char, io_class&) [2395]
                0.00    0.00       4/189         unpack(unsigned char*, double&, unsigned char) [2378]
-----------------------------------------------
                0.00    0.00      35/35          atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2391]   0.0    0.00    0.00      35         newtrans(unsigned char, unsigned short*) [2391]
-----------------------------------------------
                0.00    0.00      20/20          atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
[2392]   0.0    0.00    0.00      20         atmol_new(unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2392]
                0.00    0.00      20/67          unpack(unsigned char*, unsigned long&, unsigned char) [2385]
                0.00    0.00      13/13          mol_new(unsigned int, unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2398]
                0.00    0.00       7/7           atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
-----------------------------------------------
                0.00    0.00      20/20          atmosphere::obs(double, double, double*, int) [2]
[2393]   0.0    0.00    0.00      20         atmol::set_parent_atmosphere(atmosphere*) [2393]
-----------------------------------------------
                0.00    0.00       3/20          atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
                0.00    0.00       4/20          atom::atom(unsigned char*, int&, unsigned char, io_class&) [2424]
                0.00    0.00      13/20          mol_new(unsigned int, unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2398]
[2394]   0.0    0.00    0.00      20         atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
                0.00    0.00      40/50          unpack(unsigned char*, char*&) [2386]
                0.00    0.00      20/67          unpack(unsigned char*, unsigned long&, unsigned char) [2385]
                0.00    0.00      20/189         unpack(unsigned char*, double&, unsigned char) [2378]
-----------------------------------------------
                0.00    0.00      19/19          pf_new(unsigned char*, int&, unsigned char, io_class&) [2390]
[2395]   0.0    0.00    0.00      19         trav::unpack(unsigned char*, unsigned char, io_class&) [2395]
                0.00    0.00     152/189         unpack(unsigned char*, double&, unsigned char) [2378]
                0.00    0.00      76/142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
                0.00    0.00      57/74          unpack(unsigned char*, int&, unsigned char) [2382]
                0.00    0.00      38/223         unpack(unsigned char*, signed char&) [2377]
-----------------------------------------------
                0.00    0.00      14/14          atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2396]   0.0    0.00    0.00      14         unpack(unsigned char*, unsigned short*, int, int, unsigned char) [2396]
-----------------------------------------------
                0.00    0.00      13/13          mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [2399]
[2397]   0.0    0.00    0.00      13         eqc_new(unsigned char*, int&, unsigned char, io_class&) [2397]
                0.00    0.00      26/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00      12/223         unpack(unsigned char*, signed char&) [2377]
                0.00    0.00      12/142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
-----------------------------------------------
                0.00    0.00      13/13          atmol_new(unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2392]
[2398]   0.0    0.00    0.00      13         mol_new(unsigned int, unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2398]
                0.00    0.00      13/365034      io_class::msg(int, char const*, ...) [2344]
                0.00    0.00      13/20          atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
                0.00    0.00      13/13          mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [2399]
-----------------------------------------------
                0.00    0.00      13/13          mol_new(unsigned int, unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2398]
[2399]   0.0    0.00    0.00      13         mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [2399]
                0.00    0.00      27/67          unpack(unsigned char*, unsigned long&, unsigned char) [2385]
                0.00    0.00      27/223         unpack(unsigned char*, signed char&) [2377]
                0.00    0.00      26/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00      13/13          eqc_new(unsigned char*, int&, unsigned char, io_class&) [2397]
-----------------------------------------------
                0.00    0.00      13/13          atmosphere::obs(double, double, double*, int) [2]
[2400]   0.0    0.00    0.00      13         atmol::prof_setup() [2400]
-----------------------------------------------
                0.00    0.00      13/13          atmosphere::ltepops() [39]
[2401]   0.0    0.00    0.00      13         atmol::lte(double***, double***) [2401]
-----------------------------------------------
                0.00    0.00      13/13          atmosphere::ltepops() [39]
[2402]   0.0    0.00    0.00      13         atmol::info() [2402]
-----------------------------------------------
                0.00    0.00      13/13          atmosphere::nltepops() [3]
[2403]   0.0    0.00    0.00      13         atmol::rtclean(int, int, int, int, int, int, int, int) [2403]
-----------------------------------------------
                0.00    0.00      13/13          atmosphere::nltepops() [3]
[2404]   0.0    0.00    0.00      13         atmol::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int) [2404]
-----------------------------------------------
                0.00    0.00      13/13          atmosphere::nltepops() [3]
[2405]   0.0    0.00    0.00      13         atmol::getlambda(double*, int&, double, double, double) [2405]
-----------------------------------------------
                0.00    0.00      12/12          atmosphere::popsetup() [2444]
[2406]   0.0    0.00    0.00      12         mol::popsetup(int, int, int, int, int, int) [2406]
-----------------------------------------------
                0.00    0.00      12/12          atmosphere::popclean() [2443]
[2407]   0.0    0.00    0.00      12         atmol::popclean(int, int, int, int, int, int) [2407]
-----------------------------------------------
                0.00    0.00      11/11          atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
[2408]   0.0    0.00    0.00      11         unpack(unsigned char*, double***, int, int, int, int, int, int, unsigned char) [2408]
-----------------------------------------------
                0.00    0.00       8/8           cmdln::cmdln(int&, char**, char const**, char const**) [3059]
[2409]   0.0    0.00    0.00       8         parse(char*) [2409]
-----------------------------------------------
                0.00    0.00       1/8           atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00       7/8           atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
[2410]   0.0    0.00    0.00       8         unpack(unsigned char*, unsigned short&, unsigned char) [2410]
-----------------------------------------------
                0.00    0.00       8/8           cmdln::cmdln(int&, char**, char const**, char const**) [3059]
[2411]   0.0    0.00    0.00       8         fdset::rem(int) [2411]
-----------------------------------------------
                0.00    0.00       7/7           atom::getlambda(double*, int&, double, double, double) [43]
[2412]   0.0    0.00    0.00       7         sort(double*, int) [2412]
-----------------------------------------------
                0.00    0.00       7/7           atmol_new(unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2392]
[2413]   0.0    0.00    0.00       7         atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
                0.00    0.00       3/365034      io_class::msg(int, char const*, ...) [2344]
                0.00    0.00       3/20          atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
                0.00    0.00       3/7           atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
                0.00    0.00       3/3           helium::helium(unsigned char*, int&, unsigned char, io_class&) [2428]
                0.00    0.00       1/1           hydrogen::hydrogen(unsigned char*, int&, unsigned char, io_class&) [2463]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::obs(double, double, double*, int) [2]
[2414]   0.0    0.00    0.00       7         atom::prof_clear() [2414]
                0.00    0.00       1/253         del_ft4dim(double****, int, int, int, int, int, int, int, int) [2374]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::obs(double, double, double*, int) [2]
[2415]   0.0    0.00    0.00       7         atom::prof_setup() [2415]
                0.00    0.00      35/71          ui32t2dim(int, int, int, int) [2383]
                0.00    0.00       1/253         ft4dim(int, int, int, int, int, int, int, int) [2375]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::ltepops() [39]
[2416]   0.0    0.00    0.00       7         atom::info() [2416]
                0.00    0.00      35/35          roman(int) [2389]
-----------------------------------------------
                0.00    0.00       3/7           atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
                0.00    0.00       4/7           atom::atom(unsigned char*, int&, unsigned char, io_class&) [2424]
[2417]   0.0    0.00    0.00       7         atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
                0.00    0.00     185/185         unpack(unsigned char*, float*, int, int, unsigned char) [2379]
                0.00    0.00     182/184         unpack(unsigned char*, unsigned char*, int, int) [2380]
                0.00    0.00      42/142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
                0.00    0.00      37/37          bf_new(unsigned char*, int&, unsigned char, io_class&) [2387]
                0.00    0.00      35/35          newtrans(unsigned char, unsigned short*) [2391]
                0.00    0.00      35/35          pf_new(unsigned char*, int&, unsigned char, io_class&) [2390]
                0.00    0.00      14/14          unpack(unsigned char*, unsigned short*, int, int, unsigned char) [2396]
                0.00    0.00       7/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00       7/189         unpack(unsigned char*, double&, unsigned char) [2378]
                0.00    0.00       7/8           unpack(unsigned char*, unsigned short&, unsigned char) [2410]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::nltepops() [3]
[2418]   0.0    0.00    0.00       7         atom::rtclean(int, int, int, int, int, int, int, int) [2418]
                0.00    0.00      36/36          del_ui32t2dim(unsigned int**, int, int, int, int) [2388]
                0.00    0.00       5/253         del_ft4dim(double****, int, int, int, int, int, int, int, int) [2374]
                0.00    0.00       1/1           del_ft5dim(double*****, int, int, int, int, int, int, int, int, int, int) [2435]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::nltepops() [3]
[2419]   0.0    0.00    0.00       7         atom::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int) [2419]
                0.00    0.00      36/71          ui32t2dim(int, int, int, int) [2383]
                0.00    0.00       5/253         ft4dim(int, int, int, int, int, int, int, int) [2375]
                0.00    0.00       1/1           ft5dim(int, int, int, int, int, int, int, int, int, int) [2439]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::popclean() [2443]
[2420]   0.0    0.00    0.00       7         atom::popclean(int, int, int, int, int, int) [2420]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::popsetup() [2444]
[2421]   0.0    0.00    0.00       7         atom::popsetup(int, int, int, int, int, int) [2421]
-----------------------------------------------
                0.00    0.00       6/6           atom::getlambda(double*, int&, double, double, double) [43]
[2422]   0.0    0.00    0.00       6         atom::damp_col(double, double, double, double, double, signed char) [2422]
-----------------------------------------------
                0.00    0.00       4/4           sock_class::send_id(id&) [2446]
[2423]   0.0    0.00    0.00       4         pack(unsigned char*, char*) [2423]
-----------------------------------------------
                0.00    0.00       1/4           hydrogen::hydrogen(unsigned char*, int&, unsigned char, io_class&) [2463]
                0.00    0.00       3/4           helium::helium(unsigned char*, int&, unsigned char, io_class&) [2428]
[2424]   0.0    0.00    0.00       4         atom::atom(unsigned char*, int&, unsigned char, io_class&) [2424]
                0.00    0.00       4/365034      io_class::msg(int, char const*, ...) [2344]
                0.00    0.00       4/20          atmol::atmol(unsigned char*, int&, unsigned char, io_class&) [2394]
                0.00    0.00       4/7           atom::unpack(unsigned char*, unsigned char, io_class&) [2417]
-----------------------------------------------
                0.00    0.00       3/3           cmdln::cmdln(int&, char**, char const**, char const**) [3059]
[2425]   0.0    0.00    0.00       3         arg_extract(char*, char*&, char***&, char&, char&) [2425]
-----------------------------------------------
                0.00    0.00       3/3           bf_new(unsigned char*, int&, unsigned char, io_class&) [2387]
[2426]   0.0    0.00    0.00       3         hybf::unpack(unsigned char*, unsigned char, io_class&) [2426]
                0.00    0.00       6/142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
                0.00    0.00       6/189         unpack(unsigned char*, double&, unsigned char) [2378]
                0.00    0.00       3/74          unpack(unsigned char*, int&, unsigned char) [2382]
-----------------------------------------------
                0.00    0.00       3/3           io_class::io_class(cmdln&) [3136]
[2427]   0.0    0.00    0.00       3         cmdln::get(char const*, int&) [2427]
-----------------------------------------------
                0.00    0.00       3/3           atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
[2428]   0.0    0.00    0.00       3         helium::helium(unsigned char*, int&, unsigned char, io_class&) [2428]
                0.00    0.00       3/4           atom::atom(unsigned char*, int&, unsigned char, io_class&) [2424]
-----------------------------------------------
                0.00    0.00       2/2           sock_class::send_id(id&) [2446]
[2429]   0.0    0.00    0.00       2         pack(unsigned char*, unsigned char&) [2429]
-----------------------------------------------
                0.00    0.00       2/2           jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
[2430]   0.0    0.00    0.00       2         unpack(unsigned char*, unsigned int&, unsigned char) [2430]
-----------------------------------------------
                0.00    0.00       2/2           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2431]   0.0    0.00    0.00       2         sock_class::recv(int&) [2431]
-----------------------------------------------
                0.00    0.00       2/2           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2432]   0.0    0.00    0.00       2         id::~id() [2432]
-----------------------------------------------
                0.00    0.00       2/2           atom::getlambda(double*, int&, double, double, double) [43]
[2433]   0.0    0.00    0.00       2         hybf::getlambda(int&) [2433]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [3176]
[2434]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN8atmos_pp10anglesetupERPdS1_Ri [2434]
-----------------------------------------------
                0.00    0.00       1/1           atom::rtclean(int, int, int, int, int, int, int, int) [2418]
[2435]   0.0    0.00    0.00       1         del_ft5dim(double*****, int, int, int, int, int, int, int, int, int, int) [2435]
-----------------------------------------------
                0.00    0.00       1/1           cmdln::cmdln(int&, char**, char const**, char const**) [3059]
[2436]   0.0    0.00    0.00       1         reducepath(char*) [2436]
-----------------------------------------------
                0.00    0.00       1/1           jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
[2437]   0.0    0.00    0.00       1         z_uncompress(unsigned char*, int&, unsigned char, io_class&) [2437]
                0.00    0.00       2/74          unpack(unsigned char*, int&, unsigned char) [2382]
-----------------------------------------------
                0.00    0.00       1/1           sock_class::send_id(id&) [2446]
[2438]   0.0    0.00    0.00       1         pack(unsigned char*, int&, unsigned char) [2438]
-----------------------------------------------
                0.00    0.00       1/1           atom::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int) [2419]
[2439]   0.0    0.00    0.00       1         ft5dim(int, int, int, int, int, int, int, int, int, int) [2439]
-----------------------------------------------
                0.00    0.00       1/1           jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
[2440]   0.0    0.00    0.00       1         unpack(unsigned char*, int*, int, int, unsigned char) [2440]
-----------------------------------------------
                0.00    0.00       1/1           cmdln::cmdln(int&, char**, char const**, char const**) [3059]
[2441]   0.0    0.00    0.00       1         get_opt(char**&, optel*) [2441]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::init(char const*, io_class*) [48]
[2442]   0.0    0.00    0.00       1         atmosphere::read_atmos(char const*, char const*, unsigned char, io_class*) [2442]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::obs(double, double, double*, int) [2]
[2443]   0.0    0.00    0.00       1         atmosphere::popclean() [2443]
                0.00    0.00      12/12          atmol::popclean(int, int, int, int, int, int) [2407]
                0.00    0.00       7/7           atom::popclean(int, int, int, int, int, int) [2420]
                0.00    0.00       1/1           h_minus_mol::popclean(int, int, int, int, int, int) [2448]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::obs(double, double, double*, int) [2]
[2444]   0.0    0.00    0.00       1         atmosphere::popsetup() [2444]
                0.00    0.00      12/12          mol::popsetup(int, int, int, int, int, int) [2406]
                0.00    0.00       7/7           atom::popsetup(int, int, int, int, int, int) [2421]
                0.00    0.00       1/1           h_minus_mol::popsetup(int, int, int, int, int, int) [2449]
-----------------------------------------------
                0.00    0.00       1/1           id::id(sock_class*) [2450]
[2445]   0.0    0.00    0.00       1         sock_class::recv_id(id&) [2445]
                0.00    0.00       4/50          unpack(unsigned char*, char*&) [2386]
                0.00    0.00       2/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00       1/74          unpack(unsigned char*, int&, unsigned char) [2382]
-----------------------------------------------
                0.00    0.00       1/1           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2446]   0.0    0.00    0.00       1         sock_class::send_id(id&) [2446]
                0.00    0.00       4/4           pack(unsigned char*, char*) [2423]
                0.00    0.00       2/2           pack(unsigned char*, unsigned char&) [2429]
                0.00    0.00       1/1           pack(unsigned char*, int&, unsigned char) [2438]
-----------------------------------------------
                0.00    0.00       1/1           node::node(unsigned char*, int&, unsigned char, io_class&) [2461]
[2447]   0.0    0.00    0.00       1         sock_class::sock_class(int) [2447]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::popclean() [2443]
[2448]   0.0    0.00    0.00       1         h_minus_mol::popclean(int, int, int, int, int, int) [2448]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::popsetup() [2444]
[2449]   0.0    0.00    0.00       1         h_minus_mol::popsetup(int, int, int, int, int, int) [2449]
-----------------------------------------------
                0.00    0.00       1/1           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2450]   0.0    0.00    0.00       1         id::id(sock_class*) [2450]
                0.00    0.00       1/1           sock_class::recv_id(id&) [2445]
-----------------------------------------------
                0.00    0.00       1/1           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2451]   0.0    0.00    0.00       1         id::id() [2451]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::init(char const*, io_class*) [48]
[2452]   0.0    0.00    0.00       1         reg::is_clr(unsigned long) [2452]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::init(char const*, io_class*) [48]
[2453]   0.0    0.00    0.00       1         reg::is_set(unsigned long) [2453]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
[2454]   0.0    0.00    0.00       1         reg::unpack(unsigned char*, io_class&) [2454]
                0.00    0.00       2/184         unpack(unsigned char*, unsigned char*, int, int) [2380]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::atmosphere(unsigned char*, int&, unsigned char, io_class&) [51]
[2455]   0.0    0.00    0.00       1         reg::reg(unsigned long) [2455]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::resize(int, int, int, int, int, int) [49]
[2456]   0.0    0.00    0.00       1         grid::resize(int, int, int, int, int, int) [2456]
-----------------------------------------------
                0.00    0.00       1/1           grid::grid(unsigned char*, int&, unsigned char, io_class&) [2458]
[2457]   0.0    0.00    0.00       1         grid::unpack(unsigned char*, unsigned char, io_class&) [2457]
                0.00    0.00       6/74          unpack(unsigned char*, int&, unsigned char) [2382]
                0.00    0.00       3/142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::atmosphere(unsigned char*, int&, unsigned char, io_class&) [51]
[2458]   0.0    0.00    0.00       1         grid::grid(unsigned char*, int&, unsigned char, io_class&) [2458]
                0.00    0.00       1/1           node::node(unsigned char*, int&, unsigned char, io_class&) [2461]
                0.00    0.00       1/1           grid::unpack(unsigned char*, unsigned char, io_class&) [2457]
-----------------------------------------------
                0.00    0.00       1/1           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2459]   0.0    0.00    0.00       1         jnfo::jnfo() [2459]
-----------------------------------------------
                0.00    0.00       1/1           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[2460]   0.0    0.00    0.00       1         jnfo::~jnfo() [2460]
-----------------------------------------------
                0.00    0.00       1/1           grid::grid(unsigned char*, int&, unsigned char, io_class&) [2458]
[2461]   0.0    0.00    0.00       1         node::node(unsigned char*, int&, unsigned char, io_class&) [2461]
                0.00    0.00       1/1           sock_class::sock_class(int) [2447]
                0.00    0.00       1/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00       1/365034      io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::nltepops() [3]
[2462]   0.0    0.00    0.00       1         atmos_pp::anglesetup(double*&, double*&, int&) [2462]
-----------------------------------------------
                0.00    0.00       1/1           atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
[2463]   0.0    0.00    0.00       1         hydrogen::hydrogen(unsigned char*, int&, unsigned char, io_class&) [2463]
                0.00    0.00       1/4           atom::atom(unsigned char*, int&, unsigned char, io_class&) [2424]
-----------------------------------------------
                0.00    0.00       1/1           activate(void*) [1]
[2464]   0.0    0.00    0.00       1         io_class::io_class(char*, char*&, char const*, unsigned int, unsigned int, int, int) [2464]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

